Keywords,Full form
Flight Design,Flight Design  
Flying Wedge,Flying Wedge Defence & Aerospace Technologies Pvt  
Fonderie de Ruelle,Fonderie de Ruelle
Force Motors,Force Motors  
Force Protection Europe,Force Protection Europe  
Foster-Miller,Foster-Miller
Frequentis,Frequentis DefSec  
Fritz Werner,Fritz Werner Industrie-Ausrüstungen  
GE Aerospace,GE Aerospace
GEROH,GEROH   & Co KG
GIDS,Global Industrial & Defence Solutions
GIL,Gliders India   
GKN Aerospace,GKN Aerospace UK
GLARUN,GLARUN Technology
GM Defense,GM Defense LLC
GROB Aircraft,GROB Aircraft SE
GRSE,Garden Reach Shipbuilders & Engineers   
GSL,Goa Shipyard   
GTE Military,GTE Military Technology  
Gabler Maschinenbau,Gabler Maschinenbau  
GalaxEye,GalaxEye Space Solutions Private   
Garuda Aerospace,Garuda Aerospace Private   
General Atomics,General Atomics Aeronautical Systems
General Atomics Europe,General Atomics Europe  
General Dynamics,General Dynamics Corporation
General Robotics,General Robotics  
German Military Navigation,German Military Navigation and Detection  
German Naval Yards,German Naval Yards  
GermanDrones,GermanDrones  
Gibdock,Gibdock   
Global Strategic Technologies,Global Strategic Technologies
Glock,Glock Ges.m.b.H.
Godrej Precision,Godrej Precision Engineering
Graseby,Graseby   
Griff Aviation,Griff Aviation AS
Groupe Dassault,Groupe Industriel Marcel Dassault SAS
Guizhou Aircraft,Guizhou Aircraft Industry Corporation
Gurutvaa Systems,Gurutvaa Systems Pvt  
Gyrocam,Gyrocam Systems LLC
H&K,Heckler & Koch  
HAL,Hindustan Aeronautics   
HBC Radio,HBC Radio Communication  
HBL,HBL Power Systems
HDT Global,HDT Global  
HDW,Howaldtswerke-Deutsche Werft  
HENSOLDT,HENSOLDT AG
HENSOLDT Analytics,HENSOLDT Analytics  
HENSOLDT France,Hensoldt France SAS
HENSOLDT Optronics,HENSOLDT Optronics  
HENSOLDT Sensors,HENSOLDT Sensors  
HENSOLDT UK,HENSOLDT UK  
HFCL,HFCL   
HGH,HGH Infrared Systems
HIGHCAT,HIGHCAT  
HII,Huntington Ingalls Industries
HIT,Heavy Industries Taxila
HOS Technology,HOS Technology R&D  
HPS,HPS  
HS Produkt,HS Produkt d.o.o.
HSG Zander,HSG Zander  
HSL,Hindustan Shipyard   
HSW,Huta Stalowa Wola
Hanwha Aerospace,Hanwha Aerospace
Hanwha Germany,Hanwha Deutschland  
Hanwha Ocean,Hanwha Ocean
Harbin Aircraft,Harbin Aircraft Industry Group Co  
Harbin First Machinery,Harbin First Machinery Group
Harris,Harris Corporation  
Hart Armor,Hart Armor  
Hatch & Kirk,Hatch & Kirk  
Heckler & Koch USA,Heckler & Koch USA
Heilongjiang Northern Tools,Heilongjiang Northern Tools
Helsing,Helsing SE
Hemeria,Hemeria
Hemscheidt,Hemscheidt Fahrwerktechnik   & Co KG
High Energy Batteries,High Energy Batteries
High-Precision Systems,High-Precision Systems
Hirtenberger Defence,Hirtenberger Defence Systems  
Hirth Motoren,Hirth Motoren   & Co KG
Honeywell Aerospace,Honeywell Aerospace Technologies
Hongdu Aviation,Hongdu Aviation Industry Group  
Hooghly CSL,Hooghly Cochin Shipyard   
Hotchkiss,Société Anonyme des Anciens Établissements Hotchkiss et Cie
Hoverfly,Hoverfly Technologies 
Howa,Howa Machinery  
Huangpu Wenchong,Guangzhou Huangpu Wenchong Shipbuilding
Hubei Wanshan,Hubei Wanshan Special Vehicle Co  
Hudong-Zhonghua,Hudong-Zhonghua Shipbuilding Group Co  
Hydra Technologies,Hydra Technologies  
Hyundai Rotem,Hyundai Rotem Company
Hyundai WIA,Hyundai WIA
Hörmann Defence,Hörmann Defence Systems
IABG,IABG Technologiegesellschaft mbH
IABG Cybersecurity,IABG Cybersecurity  
IABG Defence,IABG mbH Defence Division
IAI,Israel Aerospace Industries  
IBD Deisenroth,IBD Deisenroth Engineering  
IDV Robotics,IDV Robotics   
IEE,Industrial Electronic Engineers
IMI Systems,IMI Systems  
INKAS,INKAS Armored Vehicle Manufacturing
INLEAP Photonics,INLEAP Photonics  
INTRO Aviation,INTRO Aviation  
IOL,India Optel   
IRRPL,Indo-Russian Rifles Private   
ITECH,ITECH IT-Security  
ITL Optronics,ITL Optronics  
IWI,Israel Weapon Industries  
Ilyushin,Ilyushin Aviation Complex
ImageSat,ImageSat International NV
Indo-MIM,Indo-MIM   
Indra,Indra Sistemas
Indra Germany,Indra Deutschland  
Inmarsat Germany,Inmarsat Deutschland  
Inner Mongolia First Machinery,Inner Mongolia First Machinery Group Co  
Inocea,Inocea Group  
Inpro Innovations,Inpro Innovations  
Insight Technology,Insight Technology Incorporated
Insitu,Insitu 
Intelligent Energy,Intelligent Energy  
Intelligent UK,Intelligent UK Holdings   
Inzpire,Inzpire   
Iridium Defence,Iridium Defence  
Iridium Germany,Iridium Communications  
Irving,Irving Shipbuilding
Israel Shipyards,Israel Shipyards  
Iveco Defence,Iveco Defence Vehicles
JCBL Armouring,JCBL Armouring Solutions
JMU,Japan Marine United
JOUAV,Chengdu JOUAV Automation Tech
JSW,Japan Steel Works
JUNGHANS,JUNGHANS Defence / JUNGHANS Microtec
JUNGHANS Defence,Junghans Microtec  
Jakson Group,Jakson Group
Jenoptik,Jenoptik Defence  
Jiangnan Shipyard,Jiangnan Shipyard
Jindal Defence,Jindal Defence Systems Private   
Johnnette Technologies,Johnnette Technologies Pvt  
KAI,Korea Aerospace Industries
KBM,KBM – Design Bureau of Machine Building
KBP,KBP Instrument Design Bureau
KDA,KDA Integrated Systems
,KNDS 
,Nexter Systems
KRAS,Kalyani Rafael Advanced Systems Pvt  
KRESS,KRESS Military Equipment
KRET,JSC Concern Radio-Electronic Technologies
KRISS,KRISS USA  
KSEW,Karachi Shipyard & Engineering Works
KSOE,Korea Shipbuilding & Offshore Engineering
KSPZ,Klimovsk Specialized Ammunition Plant
KSSL,Kalyani Strategic Systems   
KTRV,JSC Tactical Missiles Corporation
Kadet Defence,Kadet Defence Systems Pvt  
Kalashnikov,Kalashnikov Concern
Kaman,Kaman Corporation
Kamaz,PJSC Kamaz
Kappa Optronics,Kappa optronics  
Karman Space,Karman Space & Defense 
Katmerciler,Katmerciler
Kawasaki Heavy Industries,Kawasaki Heavy Industries  
